video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"e-VIf6kbWEI","Homenagem emocionante a Gugu encerra o Canta Comigo desta quarta (27)","2019-11-28T04:33:07.000Z","UCPqP46uks4DGRiPAxP0pnVA","Canta Comigo","22","19.30.11","canta comigo|canta comigo 2|gugu|gugu liberato|candidato|jurados","96245","2602","36","145","https://i.ytimg.com/vi/e-VIf6kbWEI/default.jpg","False","False","O programa desta quarta-feira (27), primeiro após a morte de Gugu Liberato, foi encerrado com uma fala emocionante do apresentador e um recado a todos nós: vamos matar as saudades pela TV. Inscreva-se no canal Canta Comigo:   http://r7.com/SpgRAssista às íntegras no PlayPlus:   https://www.playplus.comFacebook:    https://www.facebook.com/CantaComigoRecord/Instagram:    https://www.instagram.com/cantacomigorecord/Twitter:   https://twitter.com/CantaComigoRecSite oficial:    https://recordtv.r7.com/canta-comigo-2#CantaComigo #Gugu #HomenagemGugu"
"wrtZakmlxOM","MASTERCHEF A REVANCHE (26/11/2019) | PARTE 2 | EP 07 | TEMP 01","2019-11-27T08:00:08.000Z","UC2EWGw-KBjEReUbXMJEiaCA","MasterChef Brasil","24","19.30.11","masterchef brasil|masterchef a revanche|participantes do masterchef 2019|masterchef brasil 2019|participantes masterchef 2019|masterchefbrasil|assistir masterchef online|assistir tv online|assistir band ao vivo|masterchef ao vivo|masterchef online|master chef|masterchef a revanche 2019|quem saiu do masterchef|eliminado masterchef 2019|paola carosella|erick jacquin|henrique fogaça|masterchef 26/11/2019","1603935","24447","1020","1271","https://i.ytimg.com/vi/wrtZakmlxOM/default.jpg","False","False","Assista à Parte 2 do Episódio 07 da 1ª Temporada de MasterChef A Revanche. #MasterChefBrasil no YouTube, inscreva-se no canal: https://goo.gl/hcUL7XConheça os Produtos #MasterChef:Loja Oficial: https://goo.gl/B3F9nLAvon: https://goo.gl/ZzMmNrLesGourmands: https://goo.gl/xgLP8SVivara: https://goo.gl/5hMkfeCandide Brinquedos: https://goo.gl/Zd8dpQAssista também: Dicas MasterChef: https://goo.gl/nBOlsjMasterChef Brasil | 5ª Temporada (Completa): https://goo.gl/89k8vMMasterChef Brasil | 4ª Temporada (Completa): https://goo.gl/1CnxiCMasterChef Brasil | 3ª Temporada (Completa): https://goo.gl/Pln6aK MasterChef Brasil | 2ª Temporada (Completa): https://goo.gl/s6tFMx MasterChef Brasil | 1ª Temporada (Completa): https://goo.gl/KHOFQA MasterChef Junior Brasil | 1ª Temporada (Completa): https://goo.gl/ZGGRk9 #MasterChefProfissionais | 1ª Temporada (Completa):https://goo.gl/dPwI3Y MasterChef Profissionais| 2ª Temporada (Completa): https://goo.gl/9YaQabOs comentários nos vídeos do canal MasterChef Brasil implicam na autorização de uso gratuito e sem limitação da imagem a critério exclusivo da Endemol Shine Brasil, para posterior publicação, transmissão, retransmissão, reprodução, distribuição ou divulgação em TV, cinema, rádio, internet, publicidade ou qualquer outro veículo de comunicação, produção de DVD e home-video, sem que caracterize uso indevido ou qualquer outra violação de direitos e sem que deste uso decorra qualquer ônus / indenização."
"6lp8MWgVs54","Ronaldo Fenômeno quer tirar Gabigol do Flamengo - Entenda TODA A HISTÓRIA","2019-11-28T13:30:01.000Z","UCcXV2JeP2g9kmXP9-F1xjrg","Futirinhas","24","19.30.11","Gabigol|gabriel barbosa|flamengo|valladollid|ronaldo|ronaldo fenômeno|ronaldo nazário|inter|inter de milão","59666","7633","75","431","https://i.ytimg.com/vi/6lp8MWgVs54/default.jpg","False","False","Baixe o One Football DE GRAÇA► http://tinyurl.com/y4mnopobRonaldo Fenômeno, dono do Valladollid, da Espanha, quer levar Gabigol para jogar na La Liga por 6 meses de empréstimo, enquanto a Inter de Milão, dona de seu passe, aguarda até a próxima janela de transferências, no final da temporada europeia. Já que o clube italiano sinaliza com um pedido de € 35 milhões no passe de Gabigol..."
"3pT_48V7xjo","VOU FICAR SEM VER MEU FILHO!","2019-11-28T04:24:53.000Z","UC1UHfW5LkMIlz6FHnEHbXlQ","Christian Figueiredo","22","19.30.11","euficoloko|eu fico loko 2|euficolouco|lokão|reallity|daily vlog|vídeos diários|dia a dia|Christian Figueiredo|rotina de christian figueiredo|dia a dia do lokão|filme|filme biográfico|bebê|gravidez|paternidade|christian vai ser pai|zoo vai ser mãe|chris grávido|gael|filho de christian figueiredo|bastidores|rio de janeiro|fotos|felipe castanhari|felipe neto|franciny|bruno|fred|diva depressão","371949","50972","337","861","https://i.ytimg.com/vi/3pT_48V7xjo/default.jpg","False","False","@christian_fig"
"fQLq37Wbc6A","A CADA ERRO É UMA PIZZA!!! - EU DUVIDO DA ENGORDA!","2019-11-27T23:24:18.000Z","UCriRvZSnEFPSMqSya2s2U6g","Banheiristas","17","19.30.11","caio|vitor|lo|banheiristas|banheristas|banheirista|criança|crianca|videos|futebol|esporte|desenhos|desafios|gol|gols|diversao|kids|teen","446770","38042","645","624","https://i.ytimg.com/vi/fQLq37Wbc6A/default.jpg","False","False","BLACK WEEK PIZZA HUT (25/11 ATÉ 29/11) NÃO PERCA TODAS PIZZAS PAN GRANDE COM 50% DE DESCONTO, ACESSE O LINK PARA SABER AS LOJAS PARTICIPANTES: http://bit.ly/black_week_banheiristas[SEJA MEMBRO] e vire PARCEIRO DO BANHEIRISTAS!: https://www.youtube.com/channel/UCriRvZSnEFPSMqSya2s2U6g/join[O QUE VOCÊ VAI TER SE VIRAR MEMBRO]:-1 VIDEO EXCLUSIVO POR SEMANA!-1 LIVE MENSAL EXCLUSIVA!-POSTAGENS EXCLUSIVAS NA COMUNIDADE DO YOUTUBE!-SELOS EXCLUSIVOS QUE TE INDENTIFICA COMO MEMBRO NOS COMENTÁRIOS!-EMOJI EXCLUSIVO DO BANHEIRISTAS!IRMÃOS LO:https://www.youtube.com/channel/UCGmK5lxJny00jnQl03rvgEw/videos[INSCREVA-SE NO CANAL]INSTAGRAM@banheiristas@caiolo@vitorlo_@baheaoficial@owenesquilo@tarobinha@tulinhoAPENAS! CONTATO COMERCIAL: banheiristas@emailtb.com.brbanheiristas@gmail.comMusic from:A new persona for electro swing: Peggy Suave.https://soundcloud.com/simgretina/peg...http://simgretina.tumblr.com/post/133...https://simgretina.bandcamp.com/"
"lvxRER0yEII","TODOS DESCERAM NO TOBOGÃ AO MESMO TEMPO E OLHA O QUE ACONTECEU!! ( 5000 R$ ) [ REZENDE EVIL ]","2019-11-27T15:00:11.000Z","UCbTVTephX30ZhQF5zwFppBg","rezendeevil","24","19.30.11","Rezende|Rezende evil|Rezendeevil|evil|entretenimento|kids|criança|familia|video para criança rir|video para familia|family|video rezendeevil|video rezende|video engraçado|video divertido|video infantil|infantil|video para criança|fizemos uma corrida no toboga|fizemos uma corrida no toboga gigante|parque aquatico rezende|rezende no parque aquatico|melhor parque aquatico|fomos no melhor parque aquatico|fizemos uma corrida no parque aquatico","662133","87732","1630","1081","https://i.ytimg.com/vi/lvxRER0yEII/default.jpg","False","False","INGRESSOS DO MEU SHOW:Campinas - https://bileto.sympla.com.br/event/62350Indaiatuba - http://bit.ly/2lRbcUsMEU CANAL NOVO DE FUTEBOL: https://www.youtube.com/channel/UCQnZTWpfLzoYb9xL4RQGSOgINSCREVA-SE: https://www.youtube.com/user/rezendeevil?sub_confirmation=1MEU CANAL NOVO: https://www.youtube.com/channel/UCiO3RPRhg5blmMsw6YytKCgCANAL DE MINECRAFT:https://www.youtube.com/channel/UC7iyparkdas-4UTSL_gktQgLIVRO NOVO MUITO PRAZER, REZENDEEVIL DISPONÍVEL EM TODAS AS LIVRARIAS DO BRASIL!TODOS DESCERAM NO TOBOGÃ AO MESMO TEMPO E OLHA O QUE ACONTECEU!! ( 5000 R$ ) [ REZENDE EVIL ]Contato comercial: rezende@adragencia.com.br"
"2ttGRLBqT7k","IMPROVÁVEL - TÍTULO NO MEIO #25","2019-11-28T11:00:01.000Z","UCZbgt7KIEF_755Xm14JpkCQ","Barbixas","23","19.30.11","cia barbixas de humor|humor|comédia|barbixas|engraçado|funny|comedy|anderson bizzocchi|daniel nascimento|elidio sanna|standup|stand-up|jogador:Anderson_Bizzocchi|jogador:Daniel_Nascimento|jogador:Elidio_Sanna|jogador:Marco_Luque|mc:Bella_Marcatti|músico:Andrés_Giraldo|jogo:Título_no_Meio|dia:25_07_19|upload:28_11_19|ultragás|pedra|rocha|alienígena|fogos|vô|espada|dinossauro|pinguim|jurassic park","135828","18831","127","433","https://i.ytimg.com/vi/2ttGRLBqT7k/default.jpg","False","False","Descobriram o jeito mais fácil de jogar o Título no Meio.ASSISTA AO VIVO:06 a 08/12 - Salvador (BA): https://bit.ly/31OlODl13 a 15/12 - São Paulo (SP) - Não É Stand-Up: https://bit.ly/2CaG1YXLoja online: http://www.barbixas.com.br/loja-online.htmlSite da Cia. Barbixas de Humor: http://www.barbixas.com.br--Convidados:MC: Bella MarcattiJogador: Marco LuqueMúsico: Andrés GiraldoJogo: Título no MeioRegra: Com inspiração no estímulo sonoro proporcionado pelo músico, os jogadores deverão iniciar uma cena. No meio da cena, o mestre de cerimônias toca a campainha e menciona o título da cena baseado em uma frase sugerida pela plateia e os jogadores tem que justificar esse título na cena que faziam antes. Depois de mencionado o título, nenhum outro jogador poderá entrar na cena.Temas (títulos das cenas): Cena 1: “Eu me ofereço como tributo”Cena 2: Minha mãe adoraria ter um dessesCena 3: Queria saber cantoCena 4: Eu tenho medo de pinguimCena 5: Tô velho mas estou inteiroImprovável é um espetáculo criado, encenado e produzido pela Cia. Barbixas de Humor.www.barbixas.com.brGravado no Teatro TucaDia 25/07/2019"
"uxmP4b2a0uY","EXO 엑소 'Obsession' MV","2019-11-27T09:00:07.000Z","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","10","19.30.11","EXO|X-EXO|OBSESSION|MV|SUHO|CHEN|CHANYEOL|BAEKHYUN|KAI|SEHUN|엑소|엑스엑소|옵세션|뮤비|뮤직비디오|수호|첸|찬열|백현|카이|세훈","21941938","2261075","58988","440131","https://i.ytimg.com/vi/uxmP4b2a0uY/default.jpg","False","False","EXO's the 6th album OBSESSION is out!Listen and download on your favorite platform: http://smarturl.it/EXO_OBSESSION[Tracklist]01 Obsession02 Trouble03 지킬 (Jekyll)04 춤 (Groove)05 Ya Ya Ya06 Baby You Are07 Non Stop08 오늘도 (Day After Day)09 나비효과 (Butterfly Effect)10 嗜 (Obsession)EXO Officialhttp://exo.smtown.comhttp://www.youtube.com/weareoneEXOhttp://www.facebook.com/weareoneEXOhttp://www.instagram.com/weareone.exohttp://twitter.com/weareoneEXO#EXO #엑소 #ObsessionEXO 엑소 'Obsession' MV ℗ SM Entertainment"
"r8KavWPIAcY","FUI PEDIDA EM NAMORO! 💍","2019-11-27T03:08:52.000Z","UCnfUCP_4nSws4KUI4Nkdaig","Maria Venture","23","19.30.11","beijo|magreg|voltamos|maria venture|gregory|kessey|ex|namorada|namorado|namoro|pedido|voltei","1531483","215467","2217","5746","https://i.ytimg.com/vi/r8KavWPIAcY/default.jpg","False","False","FICOU CURIOSO(A) PARA SABER DE FATO O QUE ACONTECEU? CORRE PRO MEU FIREWORK 😍BAIXE O FIREWORK: https://fireworktv.onelink.me/iKBL/mariaventureMeu user no firework: @mariaventureE aí galera, tudo beleza? Este vídeo era pra ser um daily de um dia normal, mas o Gregory Kessey me surpreendeu com uma surpresa que estou até agora em CHOQUE! Espero que tenham gostado! Deixem o like e se inscreva no canal. Beijoos e valeu! :DMinhas redes sociais:Instagram: @mariaventureSnapchat: maria_ventureTwitter: @maria_ventureFacebook: https://www.facebook.com/mariaventure..."
"fddpGqr5tNo","VOU ME MUDAR DESSA CASA  * chega de sofrer * ▸Thiagoreis◂","2019-11-27T21:50:00.000Z","UCQ0IutRW590TSJUDyBPP2Pw","Thiago Reis","24","19.30.11","thiagoreis|thireis|thiago|youtube|londrina|vou me mudar|casa nova|procurando uam casa|quero sair da casa|vu abandonar|vo sair dessa casa|mudei","382819","66952","648","1845","https://i.ytimg.com/vi/fddpGqr5tNo/default.jpg","False","False","CHEGUEI DE VIAGEM DA ILHA E TOMEI UM GRANDE DECISAO QUE PRECISO ME MUDAR DE CASA URGENTE A QUE NÃO DA MAIS PARA FICAR 📩  Email para Contato techparts.thiagoreis@gmail.com#thiagoreis #voumudar #decasaMeu Site Bonés e Camisetas https://www.lojathiagoreis.com.br/✪ Instagram Oficial  https://www.instagram.com/thireisyt/✪ THIAGO REIS ✪✔️ CANAL DE ENTRETENIMENTO 📷 CAMERA GO-PRO HERO 7+BLACK 📷 CAMERA SONY A 5000 ➤ MOTO FAZER 600 2009 A PAPA HORNET ➤ BMW 118i 2011 ➤HORNET 2012 PERSONALIZADA 🏠  Tech Parts Loja De Moto Peças e Acessórios       Rua  Leste oeste 1571  Londrina Pr"
"SVY8I46dkb0","Taylor Swift - Live at the 2019 American Music Awards","2019-11-27T04:39:20.000Z","UCANLZYMidaCbLQFWXBC95Jg","TaylorSwiftVEVO","10","19.30.11","AMAs|AMA Performance|Taylor Swift AMA","10409393","656554","12887","29844","https://i.ytimg.com/vi/SVY8I46dkb0/default.jpg","False","False","Taylor Swift performs at the 2019 American Music Awards (November 24th, 2019)►Stream/Download “Lover” here: https://TaylorSwift.lnk.to/Loversu►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe►Exclusive Merch: https://store.taylorswift.com►Follow Taylor Swift online:Instagram: http://www.instagram.com/taylorswiftFacebook: http://www.facebook.com/taylorswiftTumblr: http://taylorswift.tumblr.comTwitter: http://www.twitter.com/taylorswift13Website: http://www.taylorswift.com►Follow Taylor Nation online:Instagram: http://www.instagram.com/taylornationTumblr: http://taylornation.tumblr.comTwitter: http://www.twitter.com/taylornation13#TaylorSwift #AMAs #ArtistofTheDecade"
"bSi0FQLWffc","EMOCIONANTE! VEJA O QUE GERSON E BRUNO HENRIQUE FALARAM APÓS TÍTULO! PÓS-JOGO: FLAMENGO 4 X 1 CEARÁ","2019-11-28T03:48:56.000Z","UCIpylxq_JDl2YpvTpN11p9Q","FLAZOEIRO","17","19.30.11","Flamengo|Fla|Mengo|Mengão|Flamengo ao vivo|Fox Sports|Globo Esporte|Flamengo 4 x 1 Ceara|Ceara 1 x 4 Flamengo|Flamengo vence o Ceara|Flamengo goleia o Ceara|Flamengo campeão|Gerson|Bruno Henrique|Bruno Henrique fala apos titulo|Gerson fala apos titulo|Pós-Jogo|Pós Jogo Flamengo|Pós Jogo Flamengo 4 x 1 Ceara|Jorge Jesus|Hat Trick|Hat Trick Bruno Henrique|Gabigol|Gol de Bruno Henrique|Goleada Flamengo|Pablo Mari","117472","17886","190","450","https://i.ytimg.com/vi/bSi0FQLWffc/default.jpg","False","False",""
"zgU_l8aBTIU","BODE NA 4 PATAS NO CARREGAMENTO DE MADEIRA !","2019-11-27T22:30:36.000Z","UCP78dbFMqqu6PeBbFl5U4_Q","CLAUDEMIR GIGLIOTTI","22","19.30.11","canal do neni|claudemir gigliotti|neni macarrao|caminhoneiros|vida de boiadeiros|caminhoes caçamba|diferenciados da rodagem|mafia da madeira|mafia da tora|caminhoneiras|nene macarrao|bode do nenni|bode do neni ets2 1.36|claudemir giglitoti|caminhoes antigo|caminhoes velho|caminhoneiros diferenciados|atoleiros|caminhoes ao extremo|neni","171706","28718","145","422","https://i.ytimg.com/vi/zgU_l8aBTIU/default.jpg","False","False","Cocorra ao sorteio Robustec e Neni: https://conteudo.robustec.ind.br/promocao-robustec-neni  ▬▬▬▬▬▬  Redes Social ▬▬▬▬▬▬✓ Facebook: https://www.facebook.com/CanaldoNeNiOficial/✓ Meu Instagram: https://www.instagram.com/claudemirgigliotti_neni/♦ Contato comercial: comercial@canaldoneni.com.br✔ Site Oficial: www.canaldoneni.com.brAcesse: https://jvacessorios.com.br/Tracker:  0300 400 5000#Canaldoneni #vidadecaminhoneiro #caminhoneiro"
"q4pLYbf2PQQ","Pena de Lula ampliada, as armadilhas da BlackFriday, Racismo nutella | Morning Show  - 28/11/19","2019-11-28T15:48:43.000Z","UC-wcdrzucnlKGBjyEUaEWaQ","Morning Show","24","19.30.11","integramorningshow|MORNING SHOW|jovem pan|joven|pam|edgard piccoli|edgar|paula|paulinha carvalho|vini moura|fefito|caio coppolla|entretenimento|famoso|celebridade|política|governo|presidente|jair bolsonaro|psl|jp|bolsonarismo|notícia|opinião|lula|pt|artista|samy dana|adrilles jorge|aliança|pena|condenação|ampliada|armadilha|black friday|racismo|nutella|solto|livre|prisão|segunda instância|sítio de atibaia|preconceito|sergio nascimento camargo|cacau protasio","87730","1582","3827","1018","https://i.ytimg.com/vi/q4pLYbf2PQQ/default.jpg","False","False","Inscreva-se no nosso canal:http://www.youtube.com/c/morningshow  Entre no nosso site:http://jovempanfm.com.br/Facebook:https://www.facebook.com/JpMorningShowSiga no Twitter:https://twitter.com/radiojovempanInstagram:https://www.instagram.com/radiojovempanoficial/#EuNaBlackFriday #JPMorningShow #JovemPan"
"fh9lEXKQF6k","INVENTEI um SUPER CENÁRIO na minha casa","2019-11-27T15:01:32.000Z","UCyz_pT-VJcbcijkT6LROaLw","Laura Brito","22","19.30.11","laura|brito|laura brito|make|maquiagem|makeup|cenario|montei","320815","50424","406","1820","https://i.ytimg.com/vi/fh9lEXKQF6k/default.jpg","False","False","OI MEU BEM, TUDO BEM?- - - - - - - - - - - - - ABRA PARA MAIS INFORMA- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - CX POSTAL: CEP 58102970 CX 102 Intermares Cabedelo - PB QUER MAIS VÍDEOS COMO ESSE? CLIQUE EM GOSTEI INSCREVA-SE NO MEU CANAL: hhttps://www.youtube.com/channel/UCyz_... - VÍDEO MAIS POPULAR - https://www.youtube.com/watch?v=FEcX-... - E-MAIL PROFISSIONAL – assessorialaurabrito@gmail.com - REDES SOCIAIS - Instagram: https://www.instagram.com/lauracbrito/ (@lauracbrito) - FAN PAGE https://www.facebook.com/LauraInspira/"
"cHTy5uG88Ic","MC Fioti e MC Paulin da Capital - Hoje É Litoral (kondzilla.com)","2019-11-27T18:00:11.000Z","UCffDXn7ycAzwL2LDlbyWOTw","Canal KondZilla","10","19.30.11","kondzilla|videoclipe|lançamento|Funk|Música de Funk|Musica de Funk|Kond|Musica|Música|musicas|músicas|mc|mcs|funks|funk2019|funks2019|músicas de funk|musicas de funk|hoje é litoral|agua de coco|maravilha quem diria que isso ia mudar|consciente","451249","33158","876","572","https://i.ytimg.com/vi/cHTy5uG88Ic/default.jpg","False","False","O verão tá quase aí e essa vai estralar no seu som! Hoje É Litoral é o novo hit do MC Fioti e MC Paulin da Capital no Canal KondZillaInscreva-se no NOVO CANAL da KondZillahttp://bit.ly/CanalPortalKondZillaLETRA:MaravilhaQuem diria um dia que a gente ia chegarDe uns tempos a gente tá vendo tudo mudarDiferentes formas pra agente se superarVárias fitasSonhei no passado e hoje é realidadeSuprindo em casa todas as necessidadesE o Fioti hoje me ligou pra me falarHoje é litoral, água de cocoWhisky a vontade, crema, só boldoVárias gostosa rende pros torroQuer saber o resto?Depois de muito tempo andar a péLancei uma GS, hoje as bandida me quer, éNois assinou um contrato, NVI só milionárioDeixamos a família bem e hoje nois é empresárioRecebi os kit de parede maderite do sistemaDe vergonha eu não morri e pra esses c* nois é um problemaDesse jeito eles não aguentaPobre, preto, louco, venceu e roubou a cenaMente de maquiavélico pra representarNois tá ai na revolução, é tipo pantera negraE pra finalizar eu vou repetir assim:É o Fioti Thug e o Paulin MCSHOWS:(11) 2385-0126KondZillaPRODUÇÃO MUSICAL:Dieguinho NVIDIREÇÃO:Tico FernandesREDES SOCIAIS: Instagram: www.instagram.com.br/mcpaulindacapitalInstagram: www.instagram.com/mcfiotiOUÇA NOSSOS HITS:http://bit.ly/LançamentosFunks2019http://bit.ly/MelhoresFunksKondZilla#Funk #KondZilla #HojeÉLitoral #PortalKondZilla  #FavelaVenceu #SomosPluralCopyright © 2019 KondZilla®. Todos os direitos reservados."
"MDzjzSEEpjM","Oposição vira favorita em eleição no SPFC / Itair Machado volta ao futebol / O Bahia de 2020","2019-11-28T11:00:04.000Z","UCx0RRbF4EJOUQ28SurIU7Eg","Canal do Nicola","17","19.30.11","bahia|bahia 2020|planejamento bahia|reforços bahia|dispensas bahia|itair machado|itair|itair empresáro|itair volta futebol|política spfc|spfc|marco aurelio cunha|marco aurelio cunha são paulo|eleição presidencial spfc|casares eleição|leco|oposição favorita eleição são paulo|jorge nicola|canal do nicola|nicola","129992","12719","164","745","https://i.ytimg.com/vi/MDzjzSEEpjM/default.jpg","False","False","Cadastre-se e comece a jogar no Sport Manager 365: https://app.sportmanager365.com/register/nicolaDepois de 18 anos no poder, grupo de Leco, Juvenal, Aidar e companhia vira azarão em eleição presidencial no São Paulo. Marco Aurélio Cunha e Júlio Casares pintam como alternativas possivelmente pela oposição.Já Itair Machado, lembra-se dele, voltou para o futebol, mesmo depois de saírem com ele do Cruzeiro. Eu explico no vídeo em qual função.Por fim, os planos do Bahia para 2020. Quem pode sair? Quais os alvos? Quanto deve ser a folha salarial no próximo ano?Link do vídeo:https://youtu.be/MDzjzSEEpjM"
"N8lcBwWRwyE","QUEM BEBER MAIS LÍQUIDO VENCE! - Desafio | Blog das irmãs","2019-11-27T23:30:01.000Z","UCEnKa-FmaQcVGHxfwhux3lQ","Blog das irmãs","24","19.30.11","blog das irmas|maru tuzai|jeru tuzaki|quem beber mais líquido vence|desafio|competição|challenge","134716","15992","199","1887","https://i.ytimg.com/vi/N8lcBwWRwyE/default.jpg","False","False","QUEM BEBER MAIS LÍQUIDO VENCE! - Desafio | Blog das irmas ♥ Maru e jeru fazem uma competição entre si para ver quem consegue beber mais líquido!♥CLIQUE AQUI PARA SE INSCREVER😍 https://www.youtube.com/blogdasirmas👇 ASSISTA TAMBÉM:◾QUEM COME MAIS PIZZA GANHAhttps://youtu.be/0DaCSrOKacg◾24 HORAS SÓ COMENDO BATATAhttps://youtu.be/2HOpnjq0uJw◾PANETONE VS REALIDADE 3https://youtu.be/XxQoKEELwqc-------------------------------------------------------------👇NOSSOS OUTROS CANAIS👇👉CANAL MARU E BOMBAhttps://www.youtube.com/maruebomba👉CANAL JERU E CHERUhttps://www.youtube.com/jeruecheru👉CANAL TIA DO JOINHAhttps://www.youtube.com/tiadojoinha👉CANAL LUCAS TUZAKI:https://www.youtube.com/lucastuzaki-------------------------------------------------------------💌 E-MAIL  PARA CONTATO:  blogdasirmas.com.br@gmail.com📬 NOSSA CAIXA POSTAL: Nº 58 CEP 19700.000 Paraguaçu Paulista - SP🌈 INSTAGRAM BLOG DAS IRMÃS: http://instagram.com/blogdasirmasoficial-------------------------------------------------------------MARU🌈 INSTAGRAM: http://instagram.com/maru_tuzaki🐤 TWITTER: http://twitter.com/maru_tuzaki-------------------------------------------------------------JERU🌈 INSTAGRAM: http://instagram.com/jeru_tuzaki🐤  TWITTER: http://twitter.com/jeru_tuzaki-------------------------------------------------------------CHERU PEREIRA / CheruLinda  (Editor dos vídeos)🌈 INSTAGRAM: http://instagram.com/cheru.pereira------------------------------------------------------------- BOMBA / BombaLinda🌈 INSTAGRAM: https://www.instagram.com/kubiczewski-------------------------------------------------------------💻 Nosso BLOG: http://blogdasirmas.com.br💙 Página do Face: http://www.facebook.com/blogdasirmas.com.br💛 Google +: http://www.google.com/+BlogdasirmasBrS2 💜 Pinterest: http://www.pinterest.com/blogdasirmas -------------------------------------------------------------Editor de vídeo: Adobe Premiere Pro CC 2017 e Adobe After Effects CC 2017Alguns efeitos sonoros by: www.freesfx.co.uk#BlogDasIrmas #MaruEJeruSe você gostou desse vídeo, clique no JOINHA pra gente, deixe um COMENTÁRIO abaixo dizendo o que você achou, COMPARTILHE o vídeo com os seus amigos e se INSCREVA no canal se você ainda não é inscrito :D"
"P74gSsYmYcQ","O FUTURO DO CANAL - Depois das Onze","2019-11-27T21:00:04.000Z","UCWTFQQCg8Rn8LpOBbyiU0IA","Depois das Onze","23","19.30.11","Playlist Depois das Onze|Depois Das Onze|Depois das 11|Gabi Fernandes|Gabie Fernandes|Gabriela|Fernandes|Thalita Meneghim|Humor|Comédia|Vlog|YouTube|Dia|thali e gabi|gabi e thali|dd11|dd11 thali|dd11 gabie|thali e gabie|futuro do canal dd11|futuro do canal|futuro dd11|planos dd11|novidades dd11","221025","43304","234","3762","https://i.ytimg.com/vi/P74gSsYmYcQ/default.jpg","False","False","E aí, gente! Tudo bacana? Hoje é papo sério por aqui: Gabie Fernandes e Thalita Meneghim falam sobre o futuro do canal. Comente suas sugestões!LOJINHA DD11:http://depoisdasonze.useliverpool.com.brCAIXA POSTAL:Depois das 11 - Caixa postal 422 CEP 88010-970 Florianópolis - SCREDES SOCIAIS: Instagram: @thalitameneghim / @fernandesgabie / @canaldepoisdas11Twitter: @gabiefernandes / @dpsdasonzehttp://www.facebook.com/depoisdas11"
